Time,Mx_f,My_f,Mz_f,B_z,Coeff of Exc. Pulse
0.005,0.0027973310830498774,-0.29649831839145285,0.9478442172051557,3,"[916, 280, 167, 704, 0, 3]"
0.011,0.017633693631027885,-0.5786121288360591,0.796109105979468,-11,"[258, 256, 489, 877, -2, 3]"
0.002,-0.0036296638324981125,0.42893999690881807,-0.9004238568088877,-3,"[990, 359, 137, 393, 2, 3]"
0.012,-0.0012332754884102916,-0.32191588494008017,0.9299630771281714,14,"[873, 670, 259, 939, 1, -1]"
0.006,0.006249987575045033,0.9900466313826162,-0.07074024943599849,15,"[993, 328, 689, 121, 2, 1]"
0.007,-0.01957815374039598,0.04487185822508323,-0.9896412792040477,-14,"[906, 434, 485, 309, 2, 1]"
0.012,0.005509036519596067,0.9381373646914197,-0.2999906270484268,-18,"[347, 333, 904, 532, -2, -2]"
0.015,-0.018476213059608268,0.8374608942183236,-0.5099374645270207,3,"[862, 536, 619, 778, 3, 1]"
0.007,0.0016481596823272047,-0.6668091186811003,-0.7328324402538672,3,"[466, 986, 474, 794, -1, 0]"
0.005,0.00390721793384592,-0.4291711631639735,-0.8959579185506635,6,"[339, 379, 438, 449, -1, -3]"
0.006,0.0019773886615146417,-0.3220233497527557,0.9380000007664865,14,"[202, 790, 403, 306, 0, 2]"
0.015,-0.03047360755033825,0.885654815684781,-0.4201206126186769,-20,"[776, 615, 745, 160, 2, -2]"
0.01,0.015980304832647365,-0.9646159092428804,0.2061661269700707,19,"[952, 797, 434, 438, 3, 0]"
0.01,-0.13269422944533302,-0.9766366997170032,0.0061513886442664464,5,"[275, 196, 902, 990, -3, -3]"
0.001,-0.00487370220192648,0.8390123121281512,0.5432244433922234,-12,"[704, 293, 726, 542, 0, -3]"
0.009,-0.015274059696688312,-0.2349346691299328,-0.9598106900658657,-6,"[972, 102, 889, 697, 1, -3]"
0.014,-0.014159959880570228,-0.7597710027128483,0.6209203473855338,-2,"[910, 822, 227, 984, -1, -2]"
0.003,0.011991417157808076,0.88558995731354,-0.4566662632583989,5,"[293, 390, 991, 616, -3, 2]"
0.005,-0.013372841833987636,0.8718123240955599,-0.4764815047806806,-14,"[789, 882, 736, 414, -1, 3]"
0.01,-0.0071647215402007875,-0.627900785685729,0.7609120087219994,8,"[856, 960, 725, 794, -1, -2]"
0.009,-0.0008668771846307941,-0.18712065038652392,0.9701977288619541,-17,"[859, 516, 946, 417, -1, 1]"
0.002,0.016615928010545396,0.823313396191629,-0.563028552322217,12,"[115, 971, 487, 616, 3, 3]"
0.003,-0.018571279498751102,-0.9297030154952391,-0.35633379350274264,-15,"[530, 919, 307, 892, 0, -2]"
0.006,-0.022716804073506965,0.791206127757524,-0.598403499358094,-18,"[771, 646, 505, 980, 0, 1]"
0.007,0.030099807036255328,0.26290764529850563,-0.9548561105589878,20,"[810, 498, 921, 377, -1, -1]"
0.003,-0.001841511071659146,-0.6279420219383345,0.7726988594496429,-2,"[999, 868, 540, 414, -2, -1]"
0.006,0.0009206663775450318,0.38796751455547424,0.9136323594266644,-19,"[617, 497, 663, 372, 0, -3]"
0.015,-0.024536430997106284,0.4161369886061479,-0.887479742235851,-18,"[582, 436, 347, 923, -3, -1]"
0.005,0.025631222686303957,-0.3143112317574447,-0.9420851862205462,10,"[557, 136, 656, 363, 0, -1]"
0.002,-0.004390456963737501,0.674593738810875,-0.7347111994282028,-3,"[751, 449, 371, 726, -2, 0]"
0.003,-0.027826192879504965,-0.7641516405363289,-0.6381521493435154,-20,"[615, 724, 436, 614, -3, 0]"
0.013,0.042024920551549216,-0.9022520659260287,-0.38745341908802833,20,"[991, 307, 655, 159, 3, 1]"
0.002,0.014294698856458992,0.5832380873790975,-0.8089836594014218,10,"[271, 988, 267, 344, -1, 0]"
0.014,3.1478247333077344e-05,0.00769293018016852,0.9817697081986835,13,"[836, 511, 253, 272, -2, 0]"
0.013,0.008623587706779661,-0.9789484525887849,0.0838727494037339,6,"[706, 630, 302, 354, -2, 3]"
0.011,0.04160664907811379,0.30689664729737287,-0.9357317282332818,19,"[423, 405, 318, 441, 2, 3]"
0.001,0.0008443246269096754,0.5714794489448799,0.8203777621001354,7,"[404, 205, 764, 640, 1, 3]"
0.009,0.004638480980348708,-0.3555238932109248,0.9213363232202701,17,"[316, 341, 435, 728, -2, 2]"
0.012,0.04601145108585795,0.9234084368590715,0.34165266088300394,15,"[441, 184, 633, 802, -3, 0]"
0.014,-0.0010577314795489248,-0.3653910586419969,0.9108831161338219,-20,"[342, 977, 851, 511, 0, 0]"
0.013,0.07326855101260005,0.9134210035981732,0.3598700956044096,20,"[212, 363, 960, 825, -2, -1]"
0.006,0.022090258996765914,-0.131244842986679,-0.9831920859002224,15,"[687, 906, 915, 303, 3, 0]"
0.011,0.003743243243783204,-0.2615869073876754,0.9499982021433171,-13,"[381, 737, 919, 531, 0, 3]"
0.004,-0.0010259180836829393,-0.45500555799323456,0.8841668336964819,-8,"[589, 863, 826, 574, 1, -2]"
0.007,-0.043733812624030026,-0.5943889589290658,-0.7914457055733294,-12,"[297, 244, 277, 154, 0, -2]"
0.002,0.007486408719287036,0.5370823197533059,-0.8404093244161966,5,"[493, 794, 806, 149, 1, 3]"
0.01,-0.003615755007249966,0.009649743645970252,-0.9869062398040833,-3,"[922, 648, 941, 836, 2, -2]"
0.012,-0.02753913142863005,-0.3852270468431935,-0.9054416708694711,-5,"[406, 413, 127, 946, 0, -2]"
0.007,-0.008737655631057191,0.5057791555307498,-0.8520170883065269,-8,"[549, 721, 873, 405, -2, 0]"
0.014,0.039147836024697645,-0.9487058254041191,-0.24824626471897843,17,"[712, 504, 186, 747, -2, 3]"
0.014,0.0034541610378828755,-0.7675790267679525,-0.611993175481336,1,"[976, 659, 294, 346, 0, 1]"
0.002,-0.018493239644646733,0.8839349057766707,-0.4621768411097953,-13,"[811, 216, 428, 869, -2, 1]"
0.006,0.022284053963255866,-0.27094247218336015,-0.9541932738827,9,"[241, 329, 168, 729, 3, -2]"
0.005,0.0005819499324155901,0.0813922267828276,0.9902032068224194,12,"[656, 617, 125, 808, -1, -2]"
0.005,0.0005510129489684589,0.3241301610191119,0.9394262720730255,-17,"[829, 494, 400, 243, -2, -1]"
0.014,0.0067878489409899006,0.8374150041891861,-0.5127489714002785,0,"[629, 869, 957, 966, -2, 1]"
0.002,0.012228073074891481,0.28940085043345815,-0.9543830815969289,10,"[725, 699, 650, 680, -2, -2]"
0.002,-0.029233562186544295,0.8674254576331588,-0.4918908702685587,-20,"[794, 250, 691, 249, 3, 1]"
0.013,0.007942680497765406,-0.9187552086961837,0.3480001665354171,-15,"[770, 587, 308, 971, -1, 2]"
0.01,0.010840871506579747,0.08445348516071477,-0.983274488178647,6,"[745, 189, 810, 670, 0, -2]"
0.01,0.004541492460040322,-0.3665225167322236,0.9160973437350269,7,"[895, 952, 168, 655, 1, 3]"
0.011,0.004266505355442551,-0.5281740769070392,0.831500645909189,-1,"[262, 829, 712, 616, 2, -1]"
0.013,0.031573158314981684,-0.8122654874030772,-0.552425884575568,7,"[522, 278, 270, 388, 0, 3]"
0.013,-0.01329149610725544,0.8715401851929062,-0.4550056078054521,-2,"[816, 792, 317, 569, 2, 2]"
0.006,-0.039891034279583716,0.13089757614030398,-0.9826524578376252,-5,"[307, 195, 948, 442, -2, -3]"
0.012,0.062315983991571317,0.4532975864835861,-0.8715784472565051,20,"[592, 153, 734, 838, -2, -2]"
0.01,-0.03584182117269583,0.31563076507048615,-0.9344323931454591,-17,"[602, 308, 258, 725, -3, 1]"
0.013,0.0012618525085484674,0.9688466553646944,0.17064321530866552,-17,"[722, 352, 448, 834, -1, -1]"
0.008,-0.01631287328514904,-0.30997150039733895,-0.9396159886336136,-13,"[687, 531, 496, 288, 2, 1]"
0.015,-0.11433492972855164,0.7709160513329081,-0.5954731573228565,-15,"[347, 219, 623, 930, 3, 3]"
0.013,-0.0015676156784895745,0.1390238704678035,0.9733277207759635,-11,"[630, 831, 297, 326, 3, 1]"
0.014,-0.0011224137128832865,-0.42355581972536943,-0.8857214985938161,-5,"[807, 347, 297, 355, 0, 3]"
0.009,0.005337204773033506,-0.31596640467498177,0.9360544306806929,-17,"[458, 902, 888, 158, 3, 1]"
0.004,-0.010350304457132293,-0.8023145396654539,0.586943249943463,-15,"[545, 791, 848, 345, -3, 1]"
0.014,0.02194583166796295,-0.2175153791688088,-0.9571474125180001,11,"[339, 799, 650, 770, 0, 1]"
0.01,0.007996023053156043,0.9648823263092391,-0.21017394089161148,12,"[357, 450, 358, 443, -1, 3]"
0.007,0.008153017288207507,-0.4930914055687576,-0.8593964616178,2,"[493, 928, 101, 981, -3, 2]"
0.003,-0.030857539392852976,0.33576604102876745,-0.9372547239530054,-13,"[637, 296, 334, 920, -2, -3]"
0.015,0.019094910505761453,0.5924799740004735,-0.7810843899436978,10,"[463, 541, 972, 218, 0, -1]"
0.009,0.003906525660552507,-0.4707898072500645,0.8684088750659065,15,"[572, 769, 195, 994, -1, 1]"
0.008,-0.006873095542260985,0.9730941014070131,-0.1822738488902502,-13,"[100, 905, 316, 312, -3, -1]"
0.012,-0.01985411769127187,0.49093661645599584,-0.8530081186614817,-7,"[189, 553, 590, 547, 0, 1]"
0.006,-0.0028798454841975807,0.6799400311401448,0.7234276809539621,4,"[252, 921, 261, 635, 2, 1]"
0.01,0.02651623655667898,0.8056497716611885,-0.5698689796760268,19,"[739, 108, 356, 436, 2, 1]"
0.005,-0.04150881745700796,-0.757472440479059,-0.641181918666348,-20,"[454, 348, 515, 551, 3, -3]"
0.002,-0.02744574258338809,0.6917496624427086,-0.7180832840126555,-19,"[869, 319, 799, 809, -2, 2]"
0.002,-0.006181061856855756,0.9102611952366811,-0.4083825521253271,-5,"[383, 614, 452, 613, -2, -2]"
0.009,0.020747432882317056,-0.7990926436887484,-0.5808245665589402,5,"[557, 595, 960, 918, 1, 1]"
0.009,-0.01157948670709861,-0.2796517512367975,0.9472262342053203,-5,"[406, 260, 946, 982, -1, -2]"
0.003,0.0158376820770181,0.48795810843563486,-0.868233347063525,8,"[256, 621, 874, 777, 0, -2]"
0.014,-0.009754440560509251,-0.6071641864361564,0.7704043231351431,-4,"[657, 193, 248, 356, -2, -1]"
0.005,0.005156140373332899,-0.5957277243231356,0.7942326441475009,1,"[601, 527, 875, 844, 3, -1]"
0.014,0.012358135811440468,0.8846212061568042,-0.4263423974388371,15,"[200, 842, 196, 178, 2, 2]"
0.003,0.009304112962944172,-0.8114567386733662,-0.5773514059502942,5,"[587, 778, 818, 531, 1, 1]"
0.003,0.018026475034700794,-0.9030022006813089,-0.41951104614881873,18,"[795, 631, 572, 253, 1, -2]"
0.002,0.00286347154393374,-0.06739209054754502,-0.9950967581498192,1,"[959, 646, 794, 549, 1, 2]"
0.003,-0.004287531259108733,-0.9954984606967905,0.01775092372700033,-8,"[892, 685, 252, 463, 3, -1]"
0.007,0.0326622708548567,-0.9406140784522148,0.306216278479128,18,"[579, 139, 494, 249, 3, 0]"
0.002,0.007914498570697958,0.4090203898487038,-0.9096161140078295,5,"[494, 866, 177, 818, -2, 3]"
0.011,0.025243925494254763,0.8403921543186311,-0.5150007063167568,18,"[356, 408, 432, 200, 2, 1]"
0.003,0.02246795202729458,-0.8150737917880656,-0.5718623845441648,20,"[895, 472, 242, 658, 2, -1]"
0.013,0.005004514976277418,-0.2482892299556278,0.9508441576054305,-14,"[356, 591, 362, 408, 1, 3]"
0.001,0.004181606185317835,0.6412747732838898,0.7669727523682999,8,"[350, 347, 561, 580, -3, -3]"
0.01,-0.0065974922024733245,0.5052976892518016,0.8488289953239894,-10,"[103, 579, 940, 642, 0, 1]"
0.011,-0.0019573527258386807,-0.13088189105199163,0.9766219788499606,-10,"[208, 351, 208, 557, 2, -2]"
0.012,-0.014583389431968677,-0.6414618018651759,0.7455380752158343,8,"[560, 428, 689, 455, -1, -3]"
0.007,0.022228851524928477,-0.5573508993984697,0.817940787406854,0,"[551, 261, 943, 519, 3, 3]"
0.008,-0.020388798366979898,0.8238290697013423,0.5494746337707758,16,"[465, 443, 987, 614, 3, 2]"
0.011,0.011556763017085353,0.9697048904501888,-0.17775548443098874,13,"[878, 995, 775, 712, 1, -2]"
0.013,-0.010154979751929794,0.3942685621860286,0.901555987508423,-8,"[393, 122, 733, 188, 1, 1]"
0.005,-0.009640721563610979,-0.8261098083248077,0.5503125553959954,-15,"[929, 131, 393, 790, 0, -1]"
0.015,0.004258261232167856,-0.8416266620243487,0.501658071085234,-8,"[469, 719, 164, 227, 0, 3]"
0.015,0.00017376504046369767,-0.024345077208873647,0.980161121737475,-15,"[109, 727, 374, 748, -1, 1]"
0.014,-0.014633876866815736,0.8782931610891455,-0.4391427945827381,3,"[240, 803, 390, 616, 3, 1]"
0.006,-0.02374686442406057,-0.02465890946247362,-0.9915649247335421,-17,"[729, 846, 639, 989, -1, -2]"
0.013,-0.02450124481268043,-0.6438536131455553,0.7401855168733681,15,"[227, 201, 492, 543, -1, -2]"
0.008,-0.007513091285108278,0.5335164567530242,0.8338476534799477,-3,"[809, 833, 566, 948, 0, 3]"
0.013,-0.003510548770703242,0.531784999070507,0.8273413019639683,-4,"[962, 532, 799, 739, -1, 2]"
0.005,0.0608794000858538,0.7675221884271195,-0.6283348855595355,17,"[236, 216, 391, 422, 2, -1]"
0.01,-0.010207033578459606,-0.48676249092895696,0.8579439417930849,9,"[595, 610, 560, 792, -2, -2]"
0.015,-0.006471105671789379,0.732687656867371,0.6524673248780173,14,"[707, 606, 406, 833, 3, 0]"
0.002,-0.014827018305687287,0.3423900412714454,-0.936643975070657,-11,"[428, 968, 979, 902, -1, 2]"
0.005,0.012978166933148905,-0.9715388260554708,0.20345177059257286,2,"[785, 199, 248, 617, 3, 2]"
0.009,0.01216404795446066,-0.18973047683127156,-0.9698011706915483,10,"[887, 880, 402, 495, -2, 3]"
0.006,0.007892086928003578,0.4988831110634309,0.8581928518303444,5,"[432, 703, 797, 695, -1, -3]"
0.004,0.052855155739881296,-0.07255769696154185,-0.9907056773718391,16,"[571, 233, 589, 707, 3, 3]"
0.007,-0.0014687883384267035,0.47594816468465906,-0.8690701684147695,0,"[404, 871, 560, 680, 3, -1]"
0.01,-0.003927638130817654,0.8275363613601288,0.538956312455025,11,"[521, 835, 967, 324, 1, 1]"
0.015,-0.002182230960860145,0.025110215073603864,0.9802508885114241,-17,"[157, 263, 511, 990, -1, 3]"
0.011,0.001389041220549787,-0.1766326197282973,0.9695008158997785,4,"[904, 222, 913, 768, 0, 1]"
0.005,-0.001591438452756752,-0.9781517683638296,0.16938444717145731,6,"[683, 294, 332, 400, -1, -2]"
0.001,0.004653004307142087,0.9495993914468088,-0.30988992401481846,6,"[948, 939, 899, 909, -2, -2]"
0.001,-0.0016873745014496133,0.9588073405698471,0.2815741083268592,-4,"[846, 440, 202, 877, 0, -2]"
0.001,-0.011915822826056145,0.9899224598566235,-0.13382038426814452,-18,"[963, 743, 156, 371, 1, -1]"
0.005,0.017413811828807142,0.9936867358653919,-0.005363258470331769,18,"[652, 920, 534, 722, 0, -3]"
0.004,-0.006049157206278305,-0.6487034144154421,0.7534163295662923,-19,"[637, 756, 562, 416, -1, -2]"
0.007,0.009370056783092794,-0.8898063184327644,0.43326700026693576,-13,"[413, 325, 675, 690, 3, 0]"
0.001,-0.0038707462918400257,0.8695404437837504,0.49279750160356783,-9,"[514, 542, 610, 982, -2, 0]"
0.009,3.4733920086778584e-05,-0.8429608661667324,-0.5154358944043336,4,"[172, 989, 998, 224, 0, -3]"
0.005,-0.022622466450113003,-0.40204694473191743,-0.9081845740015151,-7,"[171, 541, 943, 344, -1, 1]"
0.006,-0.010649789123968644,0.46318127231917466,-0.87734569740528,-7,"[743, 747, 381, 681, 3, 1]"
0.005,-0.0033890837522156034,0.2666595354337581,0.957269115805686,-5,"[637, 674, 846, 242, 3, 3]"
0.011,-0.010402904235538506,-0.9195043562517082,0.35269845352318696,5,"[389, 644, 858, 219, -1, -2]"
0.005,0.02948112210386146,-0.7698802248389626,-0.6268956940203502,13,"[452, 354, 997, 232, 0, 2]"
0.011,-0.052809356130239,0.7904787876164285,-0.5866438033279379,-20,"[869, 474, 937, 810, 3, 3]"
0.015,-0.012287691951373591,0.9060847774103985,-0.3751357641371815,-14,"[854, 534, 326, 275, -3, 3]"
0.003,0.04286298393359667,0.9452025832806895,-0.3132626596389702,19,"[312, 319, 938, 339, -3, 0]"
0.001,-0.005360227388760817,0.6860428141778053,0.7271404169272089,-14,"[201, 556, 956, 245, 0, 3]"
0.003,0.007687910904802946,0.5837619063199819,-0.8071011254117397,4,"[435, 404, 960, 189, -2, 0]"
0.009,0.013879205398271595,-0.8496679542997784,0.5016882631440708,6,"[172, 411, 343, 204, 0, 3]"
0.008,-0.005506509130656055,0.3872091144920897,0.9109637536984893,14,"[919, 702, 941, 464, 3, 1]"
0.013,-0.011580767681948975,0.7637923536833534,-0.6190344169388761,1,"[763, 377, 873, 870, -1, 3]"
0.007,-0.01585094159190714,-0.9893728007047204,0.04312160528890223,-19,"[831, 746, 697, 235, -1, -1]"
0.005,-0.0005651377765574871,-0.5636317619971922,0.817374871777024,0,"[828, 308, 735, 663, -3, 3]"
0.015,-0.06817752583291246,0.8791608093014361,0.4325585362208806,-9,"[371, 122, 791, 470, 3, 0]"
0.013,0.024237796863062745,-0.4653233617670456,-0.865618696004305,1,"[377, 386, 207, 879, 1, 2]"
0.009,0.005191586603573571,-0.7439341433533899,-0.6503483638132638,-9,"[199, 943, 682, 930, 1, 2]"
0.006,-0.00814981257782652,-0.8939666362306233,0.4280399038402718,3,"[723, 137, 346, 753, -2, -1]"
0.005,0.0012482706396575373,-0.4392411850368533,0.8905575776560383,10,"[503, 662, 690, 595, 2, -2]"
0.004,-0.001086552148794734,-0.3863610932644057,0.9163072974409536,16,"[593, 878, 632, 593, 0, -3]"
0.008,-0.027778345473482367,0.09593711014230479,-0.9844950524467835,-16,"[893, 273, 351, 524, -1, -1]"
0.011,-0.01702640917942573,0.9737757084423029,0.15533504866211223,-14,"[685, 586, 453, 182, 3, -2]"
0.008,0.013062097239399524,0.9176567378020357,-0.370960759525194,5,"[409, 621, 753, 134, -2, 3]"
0.012,-0.010738666011178132,-0.9618217585551625,0.20541432807587912,2,"[470, 464, 964, 496, -2, 2]"
0.01,-0.0035753143696518495,-0.8133934222589514,0.5562011212377176,-20,"[199, 332, 200, 315, -1, 3]"
0.003,0.045570303342508195,0.991254974052912,-0.09734213758344719,19,"[247, 310, 762, 748, -3, -3]"
0.001,0.00399143354521881,0.4771726602045725,0.8786486080471919,17,"[232, 266, 954, 636, 1, -1]"
0.005,-0.00041390641866411387,0.06641843770848156,0.9913050081585576,-11,"[978, 292, 501, 175, 2, 3]"
0.006,-0.0067605333340787065,0.43671813558716727,-0.8908484544634936,-7,"[969, 526, 734, 264, -2, -3]"
0.003,0.03736708478636254,0.8694076346494046,-0.48540180398720745,17,"[543, 151, 104, 510, 0, -3]"
0.013,-0.006568395248172286,0.2963565874027622,0.937728991326661,15,"[833, 157, 513, 629, 0, 3]"
0.013,0.0062877362986668486,0.901317430822449,0.3944191413186062,12,"[918, 138, 554, 850, -3, 2]"
0.007,-0.000829221281860727,0.5881417274660514,0.7978804238635756,15,"[904, 982, 270, 960, -3, 2]"
0.013,-0.014769432058569782,-0.6020315272621334,-0.7769450608602655,-6,"[612, 164, 898, 868, -3, 3]"
0.005,0.005403666134629611,0.9738545977990006,-0.19780964799288728,18,"[981, 630, 735, 294, 3, 3]"
0.003,-0.034051478525763554,-0.21805045607792456,-0.9713202057049547,-19,"[681, 440, 116, 224, 1, -2]"
0.012,0.01040046845517319,0.7010664459448073,-0.6910536971976815,11,"[421, 822, 779, 136, 1, 0]"
0.009,-0.00886493773626434,0.9777436735447619,0.14916388285216553,-10,"[455, 401, 998, 946, -2, 2]"
0.01,0.0224559376558227,-0.9768901899614914,-0.13532932253320964,2,"[100, 986, 845, 965, -1, 3]"
0.008,-0.027935694291760533,-0.3329688488201361,-0.9314364017622554,-20,"[803, 418, 338, 169, 2, 2]"
0.006,4.621931915425522e-05,-0.08375464713753791,0.9885065936413814,15,"[147, 886, 618, 983, 0, 0]"
0.005,-0.045430500192466694,0.27797278953595167,-0.9526729479729202,-11,"[104, 468, 742, 787, -2, -1]"
0.012,-0.0004049624656370293,-0.837387898321808,0.5163990247606418,-4,"[636, 850, 122, 672, 1, 0]"
0.003,-0.007995205311292466,-0.9502119313785505,0.29706280265996127,-4,"[689, 983, 520, 732, -2, -3]"
0.006,-0.008507829737086484,-0.14861107500885629,-0.980930111616774,-6,"[777, 819, 241, 289, -1, -2]"
0.007,-0.0003868653541470667,0.060483585896967215,0.9890512397953072,-3,"[813, 991, 115, 993, -3, 2]"
0.01,0.03770059731462463,0.8901133356182223,-0.42553358561951055,5,"[597, 233, 921, 601, -3, -1]"
0.014,-0.05034880450556886,0.18101072291648182,-0.9636265584536019,-17,"[269, 391, 765, 380, 1, -3]"
0.001,-0.00040656420976065177,0.9402466633813767,0.33856968861776476,0,"[705, 521, 170, 301, 2, 3]"
0.01,-0.009299554422959551,0.47671065073241176,0.8646620785194364,-16,"[374, 933, 810, 281, 2, 2]"
0.009,-0.02901326229300063,0.684357123236489,0.7137333371755871,-2,"[359, 424, 818, 727, 2, 3]"
0.012,0.00029800088499682705,-0.41804352688551094,0.8900009055836913,8,"[205, 282, 490, 188, -1, 2]"
0.001,0.0074205007649777565,0.8246121078050959,0.5648528036499894,14,"[386, 585, 845, 428, -3, -1]"
0.001,0.001873315905935825,0.6699235790819079,0.7420551614935255,5,"[560, 175, 679, 318, 1, -3]"
0.001,0.003861218936328125,0.8729638009711878,0.4866961082365049,8,"[489, 574, 982, 713, 0, 0]"
0.011,0.0017726108700727658,-0.1831803957707734,0.9680461277266728,15,"[390, 164, 180, 290, 2, 0]"
0.013,-2.9545496008262975e-05,-0.45157393600785356,0.8725482144655274,-9,"[416, 514, 338, 855, 3, -1]"
0.005,-0.009971513637934262,0.9935126037103289,0.02465448540108632,-14,"[649, 917, 359, 396, -2, 3]"
0.013,-0.015236378049757714,0.7040909946629468,0.6870040744550714,-16,"[702, 326, 893, 554, 2, -1]"
0.004,0.04595401033940162,0.9518090439548743,-0.2885028360069796,15,"[320, 147, 454, 838, 1, -3]"
0.001,0.011201011018873882,0.978111740076986,0.20407285152181415,20,"[864, 502, 405, 784, -2, 3]"
0.001,0.0005042003296674193,0.7868892374137563,0.6164434891658355,1,"[140, 767, 482, 389, 2, -3]"
0.012,0.010125191996002566,0.3223555750328778,0.9308241025062561,-17,"[291, 260, 874, 898, -3, 1]"
0.01,-0.01732359326924065,-0.004722853704288474,-0.9867954409559382,-10,"[631, 312, 245, 794, 0, 2]"
0.005,-0.0002493565178879971,-0.5464914089462561,0.8289511478982882,-19,"[454, 686, 544, 217, 3, -3]"
0.013,-0.009688951906351556,0.6299412885690662,-0.7547477469926189,-8,"[291, 864, 438, 235, -2, 2]"
0.006,-0.004693169657000846,-0.6588207153131852,-0.7417657432209064,3,"[797, 895, 612, 880, 0, -3]"
0.005,0.0014683339402943936,-0.5876531504423985,0.8002497308940512,7,"[674, 456, 974, 873, 1, -1]"
0.014,0.005171931698866319,0.7502713865153297,-0.63344243372013,5,"[175, 885, 521, 810, -1, 1]"
0.004,-0.0012551328474532837,0.5258787897853994,0.8448350023063486,-15,"[907, 803, 251, 150, -2, 3]"
0.003,-0.004647698539429598,-0.9928359816039296,0.07462339236819995,-14,"[810, 786, 238, 531, 2, 2]"
0.001,-0.004970582563771782,0.745222662778273,0.666268225338582,-14,"[196, 646, 585, 853, 2, -3]"
0.001,0.0016462495573535262,0.9814948810077622,0.18738403154389904,4,"[703, 680, 650, 822, 0, 3]"
0.015,0.0008056953893866411,0.03640938763970469,0.9798653167518685,-15,"[615, 644, 507, 927, 0, -2]"
0.014,-0.0271845154033962,-0.3343658285450325,-0.9227015629422467,-13,"[515, 632, 370, 338, 0, -3]"
0.013,-0.001199742967488385,-0.573235079707825,-0.7986240426991367,-5,"[811, 929, 354, 622, -3, 3]"
0.001,-0.006545634657665368,0.9870813393689556,-0.1536210695447036,-9,"[880, 846, 331, 946, 3, 2]"
0.001,0.0008248668256751572,0.9990774490829787,-0.0033628796360938434,2,"[903, 672, 228, 633, 3, 2]"
0.001,0.005685395972818904,0.7200948127752587,0.693382921880257,15,"[526, 279, 317, 347, -2, 2]"
0.007,0.01982641360456734,-0.5440498600156427,0.8269239932358702,20,"[144, 670, 883, 563, 3, 1]"
0.012,-0.022464975887735394,-0.9437565658332547,-0.2748288667109392,-16,"[188, 181, 267, 163, 3, 0]"
